DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
10.1002/BDRA.20556,An association study of 45 folate-related genes in spina bifida: Involvement of cubilin (CUBN) and tRNA aspartic acid methyltransferase 1 (TRDMT1).,"Barbara Franke, Sita Vermeulen, Régine P.M. Steegers‐Theunissen, Marieke J H Coenen, Mascha M.V.A.P. Schijvenaars, Hans Scheffer, Martin den Heijer, Henk J. Blom","Birth defects research. Part A, Clinical and molecular teratology",2009,"BACKGROUND
Spina bifida is a class of neural tube defects, which are congenital malformations of the central nervous system with a prevalence of 0.5 to 12 per 1000 births globally. In this article we attempt to identify genes related to folate and its metabolic pathways that are involved in the etiology of spina bifida.


METHODS
We selected 50 folate metabolism-related genes and genotyped polymorphisms in those genes. Eighty-seven polymorphisms in 45 genes passed quality controls. Associations with spina bifida were investigated in 180 patients and 190 controls. For those polymorphisms that were nominally associated with spina bifida risk, the relation with serum and red blood cell folate, vitamin B(12), and homocysteine was evaluated in controls.


RESULTS
A polymorphism in CUBN was significantly associated with decreased spina bifida risk, after correction for multiple testing, and was related to increased vitamin B(12) (p = 0.039) and red blood cell folate (p = 0.001). The CUBN gene encodes the intrinsic factor-cobalamin receptor (or cubilin), a peripheral membrane protein that acts as a receptor for intrinsic factor-vitamin B(12) complexes. Vitamin B(12) is an important cofactor in the folate metabolism, and low B(12) status in mothers has been linked to neural tube defects in children. Other interesting findings include nominally significant associations with polymorphisms in TRDMT1, ALDH1L1, SARDH, and SLCA19A1 (RFC1).


CONCLUSION
Our study indicates interesting new candidate genes and functional pathways for further study and confirms earlier findings. None of the genes CUBN, TRDMT1, ALDH1L1, or SARDH have been investigated previously for association with spina bifida.",c2f1ed35-07d4-4ace-9832-552abc176800,91,36,https://pubmed.ncbi.nlm.nih.gov/19161160
10.1002/AJMG.A.33755,Evaluation of 64 candidate single nucleotide polymorphisms as risk factors for neural tube defects in a large Irish study population,"Tonia C. Carter, Faith Pangilinan, James Troendle, Anne M. Molloy, Julia E. VanderMeer, Adam Mitchell, Peadar N. Kirke, Mary Conley, Barry Shane, John M. Scott, Lawrence C. Brody, James L. Mills",American journal of medical genetics. Part A,2011,"Individual studies of the genetics of neural tube defects (NTDs) contain results on a small number of genes in each report. To identify genetic risk factors for NTDs, we evaluated potentially functional single nucleotide polymorphisms (SNPs) that are biologically plausible risk factors for NTDs but that have never been investigated for an association with NTDs, examined SNPs that previously showed no association with NTDs in published studies, and tried to confirm previously reported associations in folate‐related and non‐folate‐related genes. We investigated 64 SNPs in 34 genes for association with spina bifida in up to 558 case families (520 cases, 507 mothers, 457 fathers) and 994 controls in Ireland. Case‐control and mother‐control comparisons of genotype frequencies, tests of transmission disequilibrium, and log‐linear regression models were used to calculate effect estimates. Spina bifida was associated with over‐transmission of the LEPR (leptin receptor) rs1805134 minor C allele [genotype relative risk (GRR): 1.5; 95% confidence interval (CI): 1.0–2.1; P = 0.0264] and the COMT (catechol‐O‐methyltransferase) rs737865 major T allele (GRR: 1.4; 95% CI: 1.1–2.0; P = 0.0206). After correcting for multiple comparisons, these individual test P‐values exceeded 0.05. Consistent with previous reports, spina bifida was associated with MTHFR 677C>T, T (Brachyury) rs3127334, LEPR K109R, and PDGFRA promoter haplotype combinations. The associations between LEPR SNPs and spina bifida suggest a possible mechanism for the finding that obesity is a NTD risk factor. The association between a variant in COMT and spina bifida implicates methylation and epigenetics in NTDs. © 2010 Wiley‐Liss, Inc.",0dc2a225-0cbd-464a-83ec-515378b8c4d7,42,44,https://pubmed.ncbi.nlm.nih.gov/21204206
10.1177/09612033241281783,Genetic susceptibility and clinical features of CYP2D6 associated with systemic lupus erythematosus in a Chinese population.,"Xiaoning Luo, Juanhua Du, Jinjun Zhao, Meida Fan, Xin Luo, Peijin Zhao, Ping Zheng, Liqian Mo, Yilei Li",Lupus,2024,"Objective This study aims to explore possible susceptibility genes and clinical features for systemic lupus erythematosus (SLE) patients in a Chinese population. Methods Expanding on the results of a prior single-center observational study involving 60 systemic lupus erythematosus patients, a subsequent single-center prospective observational study was conducted on SLE patients undergoing treatment at Nanfang Hospital Affiliated to Southern Medical University from 2021 to 2023. The identification process for drug-related target genes entailed an extensive search across PharmGKB ( https://www.pharmgkb.org/ ), the Clinical Pharmacogenetics Implementation Consortium (CPIC),and PubMed literature databases, to pinpoint common drugs and target single nucleotide polymorphisms(SNPs)for SLE. Blood samples were individually collected and genotyped using MassARRAY® high-throughput nucleic acid mass spectrometry. Genotype frequency differences were assessed through Chi-square tests against both the larger East Asian population as well as kidney transplant recipients. Data collection relied on electronic medical records, encompassing demographic details(age, gender),medication regimens(hormones, NSAIDs, hydroxychloroquine, DMARDs, biologic agents, stomach medications, calcitriol, etc.),laboratory indicators(RF, Anti-CCP antibody, ESR, CRP, anti-ANA antibodies, dsDNA antibodies, anti-SM antibodies, S m. RNP antibodies, A LT, ALB, CR, UA, WBC, PLT, HGB, Ca, K, Glu, CHOL, TG, LDL-C, HDL-C) and lupus activity scores(SLEDAI-2K). Possible disease susceptibility genes were categorized, and SPSS26 software facilitated statistical analyses. Results The research encompassed a total of 137 SLE patients along with 50 SNPs. After conducting statistical analyses, it emerged that there existed significant disparities in CYP2D6 gene (rs1065852) distribution when compared against allele mutation rates within both East Asian populations ( p &lt; .05) and kidney transplant patients( p &lt; .05). Wild-type gene (GG) constituted 14% of cases while mutant gene (GA + AA) constituted 86%. Allele mutation rate (A63.6%) was significantly higher among SLE patients (RR = 0.802; p = .0355). Furthermore, the variant rs1065852 genotype (GA + AA) demonstrated significant associations with lower CRP levels, higher HGB levels, and higher HDL-C levels ( p &lt; 0 0.05). Conclusion The metabolic enzyme CYP2D6 may be used as susceptibility gene for predicting systemic lupus erythematosus and are correlated with CRP and other indicators.",4487c96a-6abc-4c48-86b6-bb85d0d55b8a,1,28,https://pubmed.ncbi.nlm.nih.gov/39287122
10.1002/PBC.28858,Genetic factors involved in delayed methotrexate elimination in children with acute lymphoblastic leukemia,"Yu Cheng, Maohua Chen, Qian Zhuang, Bijuan Lin, Ying‐ying Chen, Ling Yang, Maobai Liu, Wancai Que, Hongqiang Qiu",Pediatric Blood & Cancer,2021,"Delayed excretion of methotrexate can lead to life‐threatening toxicity that may result in treatment cessation, irreversible organ damage, and death. Various factors have been demonstrated to influence the pharmacokinetic process of methotrexate, including genetic and nongenetic factors.",71b8275f-f5ab-440b-adf8-08889ce3f9c3,32,53,https://pubmed.ncbi.nlm.nih.gov/33501733
10.1109/BIBM49941.2020.9313567,Predicting therapeutic outcomes in Rheumatoid Arthritis using real-world pharmacogenetic and clinical data,"Fabian Hernandez, Luís Fernando Niño, Fabio Aristizábal",2020 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),2020,"OBJECTIVE: To develop a pharmacogenetic and clinical model to predict effectiveness outcomes in a cohort of patients diagnosed with rheumatoid arthritis (RA) treated with methotrexate. METHODS: Five machine learning methods were tested on the patient data set with previous preprocessing for dataset cleaning and feature selection: Logistic regression, decision trees, random forests, Support Vector Machines (SVM) and Artificial Neural Networks (ANN). The models were applied in a cohort of 155 patients treated with MTX which was derived in a training (124 patients) and a test cohort (31 patients). Both clinical variables and genetic variations were included. The chosen outcome was the therapy response measured as a DAS 28 <3.2. The performance evaluation criterion was the area (AUC) under the receiver operating characteristics (ROC) curve.RESULTS: The algorithms with the highest predictive power were SVM (AUC: 0.81, 95% CI: 0.74 - 0.90) and ANN (AUC: 0.82, 95% CI: 0.75 - 0.89). For the MTX cohort, the main selected variables were age, follow-up time, functional class, and genotypes of the rs9344, rs4148396, rs4673993, rs1801133 and rs7279445 variants.CONCLUSIONS: A prognostic model with high predictive power was developed in the cohort of patients treated with MTX, which is able to identify patients less likely not to respond to treatment.",6e707d3a-83da-41ae-8e5a-163ef06a35f9,0,43,(missing PubMedId)
10.1007/S00280-024-04694-0,Systematic review: genetic polymorphisms in the pharmacokinetics of high-dose methotrexate in pediatric acute lymphoblastic leukemia patients,"Siti Rahmayanti, Riezki Amalia, Taofik Rusdiana",Cancer chemotherapy and pharmacology,2024,(missing abstract),1e278d7b-d0bc-4f63-90b7-056c77e1e326,5,49,https://pubmed.ncbi.nlm.nih.gov/39002021
(missing DOI),P453 ABCB1 and CHDH polymorphisms predict early Crohn's disease onset: Results from a fine mapping of one-carbon metabolism pathway genes,"A Oussalah, L Peyrin-Biroulet, L Goffinet…",Journal of Crohn's …,2012,"… Regarding SOD, eight SNPs showed significant association in univariate analysis and five remained significant in multiple regression analysis: rs719235 (GGH), rs9606756 (TCN2), …",e12433d9-8887-4e8d-b3a2-9b0761754f55,0,0,(missing PubMedId)
10.1016/J.LUNGCAN.2005.04.002,"Polymorphisms in folate metabolic genes and lung cancer risk in Xuan Wei, China.","Minxue Shen, Nathaniel Rothman, Sonja I. Berndt, Xingzhou He, Meredith Yeager, Robert Welch, Stephen J. Chanock, Neil E. Caporaso, Qing Lan",Lung Cancer,2005,"Summary  The aim of this study is to investigate the role of genetic polymorphisms in twelve folate metabolism genes on the risk of lung cancer in Xuan Wei, China, where the lung cancer mortality rate is among the highest and is mainly caused by indoor smoky coal emissions. A total of 122 incident primary lung cancer cases and 122 matched controls were enrolled. Three single nucleotide polymorphisms were associated with increased risk of lung cancer including homozygotes of the C allele of  CBS  Ala360Ala (OR: 4.02; 95% CI: 1.64–9.87), the 222Val allele of  MTHFR  (OR: 2.32; 95% CI: 1.34–4.03), and the C allele of  SLC19A1  Pro232Pro (OR: 1.83; 95% CI: 1.02–3.28). The distribution of  CBS  and  MTHFR  haplotypes differed between cases and controls ( P =0.002 and  P =0.07, respectively). In summary, three genetic variants in folate metabolism genes are associated with an increased risk of lung cancer in Xuan Wei, China.",7136582a-9f0a-41ee-b353-6f3d4f38b18e,81,47,https://pubmed.ncbi.nlm.nih.gov/15922487
10.1186/S12881-014-0113-6,A comprehensive evaluation of the role of genetic variation in follicular lymphoma survival,"Fredrik Baecklund, Jia Nee Foo, Paige M. Bracci, Hatef Darabi, Robert Karlsson, Henrik Hjalgrim, Richard Rosenquist, Hans‐Olov Adami, Bengt Glimelius, Mads Melbye, Lucía Conde, Jing Liu, Keith Humphreys, Christine F. Skibola, Karin E. Smedby",BMC Medical Genetics,2014,"Survival in follicular lymphoma (FL) is highly variable, even within prognostic groups defined by tumor grade and the Follicular Lymphoma International Prognostic Index. Studies suggest that germline single nucleotide polymorphisms (SNPs) may hold prognostic information but further investigation is needed. We explored the association between SNPs and FL outcome using two approaches: 1) Two independent genome-wide association studies (GWAS) of ~300.000 SNPs followed by a meta-analysis encompassing 586 FL patients diagnosed in Denmark/Sweden 1999-2002 and in the United States 2001-2006; and 2) Investigation of 22 candidate-gene variants previously associated with FL outcome in the Danish/Swedish cohort (N = 373). We estimated time to lymphoma-specific death (approach 1 and 2) and lymphoma progression (approach 2) with hazard ratios (HR) and 95% confidence intervals (CI) in a multivariable Cox regression model. In the GWAS meta-analysis, using a random effects model, no variants were associated with lymphoma-specific death at a genome-wide significant level (p < 5.0 ×10-8). The strongest association was observed for tightly linked SNPs on 17q24 near the ABCA10 and ABCA6 genes (rs10491178 HRrandom = 3.17, 95% CI 2.09-4.79, prandom = 5.24 ×10-8). The ABCA10 and ABCA6 genes belong to a family of genes encoding for ABC transporter proteins, implicated in multidrug resistance. In line with a previous study, rs2466571 in CD46 (HR = 0.73, 95% CI 0.58-0.91, p = 0.006) showed nominal association with lymphoma progression, as did two highly linked SNPs in IL8 (rs4073 HR = 0.78, 95% CI 0.62-0.97, p = 0.02; rs2227307 HR = 0.75, 95% CI 0.60-0.94, p = 0.01) previously associated with overall survival. The results suggest a possible role for multidrug resistance in FL survival and add to the evidence that genetic variation in CD46 and IL8 may have prognostic implications in FL. Our findings need further confirmation in other independent populations or in a larger multicenter GWAS.",1845d591-d20a-42f5-9ec2-8a16ab9d607d,19,68,https://pubmed.ncbi.nlm.nih.gov/25294155
10.2217/PGS.15.150,Methotrexate pharmacokinetic genetic variants are associated with outcome in rheumatoid arthritis patients.,"Patricia Moya, Juliana Salazar, Maria Arranz, Cèsar Díaz‐Torné, Elisabeth del Río, Jordi Casademont, Hèctor Corominas, Montserrat Baiget",Pharmacogenomics,2016,"BACKGROUND
Methotrexate (MTX) is the most used drug for the treatment of rheumatoid arthritis (RA) although outcome differs among patients.


AIM
To evaluate whether polymorphisms in pharmacokinetic genes are associated with outcome in RA patients receiving MTX.


PATIENTS & METHODS
We analyzed 28 SNPs in SLC19A1/RFC1, ABCB1, FPGS and GGH genes.


RESULTS
We studied 194 RA patients receiving MTX monotherapy. Two FPGS SNPs, rs10987742 and rs10106, were associated with response (p = 0.033 and p = 0.041, respectively). The FPGS rs10106 variant was also associated with MTX survival (p = 0.005) and toxicity (p = 0.021). Three ABCB1 SNPs, rs868755, rs10280623 and rs1858923, were associated with toxicity (p = 0.025, p = 0.048 and p = 0.031, respectively).


CONCLUSION
FPGS and ABCB1 genetic variants can influence the outcome in RA patients receiving MTX monotherapy.",5b43a597-d495-4e69-9a03-c55321a14a94,50,51,https://pubmed.ncbi.nlm.nih.gov/26652611
(missing DOI),Roles of Genetic Polymorphisms in the Folate Pathway in Childhood Acute,"O Lautner-Csorba, A Gézsi, DJ Erdélyi, G Hullám… - 2013 - academia.edu",(missing journal),(missing year),In this study we investigated whether polymorphisms in the folate pathway influenced the risk of childhood acute lymphoblastic leukemia (ALL) or the survival rate of the patients. For this …,f0b2c35f-9349-46ee-84ea-8a76baf7deed,0,0,(missing PubMedId)
10.1007/S12026-014-8564-6,Three decades of low-dose methotrexate in rheumatoid arthritis: Can we predict toxicity?,"Vasco C. Romão, Áurea Lima, Miguel Bernardes, Helena Canhão, João Eurico Fonseca",Immunologic Research,2014,"Methotrexate (MTX) is the anchor disease-modifying antirheumatic drug (DMARD) in rheumatoid arthritis (RA) treatment. It is used in monotherapy and/or in combination with other synthetic or biological DMARDs, and is known to have the best cost-effectiveness and efficacy/toxicity ratios. However, toxicity is still a concern, with a significant proportion of patients interrupting long-term treatment due to the occurrence of MTX-related adverse drug reactions (ADRs), which are the main cause of drug withdrawal. Despite the extensive accumulated experience in the last three decades, it is still impossible in routine clinical practice to identify patients prone to develop MTX toxicity. While clinical and biological variables, including folate supplementation, partially help to minimize MTX-related ADRs, the advent of pharmacogenomics could provide further insight into risk stratification and help to optimize drug monitoring and long-term retention. In this paper, we aimed to review and summarize current data on low-dose MTX-associated toxicity, its prevention and predictors, keeping in mind practical RA clinical care.",cbf78e51-ed48-4813-860d-62a41e3ce176,123,201,https://pubmed.ncbi.nlm.nih.gov/25391609
